Domain,Website Status,SPF,DKIM,DMARC
enzoshoes.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
pieta.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com include:aspmx.pardot.com include:_spf.salesforce.com include:spf.fundraiseup.com ~all,Not found,v=DMARC1; p=none; rua=mailto:comms@pieta.ie
nch.ie,No response,v=spf1 ip4:89.185.136.227 ip4:138.201.167.223 ip4:138.201.167.222 ip4:74.200.12.248/30 include:_spf.audienceview.net include:spf.emailsignatures365.com include:spf.protection.outlook.com -all,v=DKIM1; g=*; k=rsa; t=y; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDTVE/Op64jPxmjWC8qnw6EuO/uiH3hA9W74TFhr8PqV3ukrmZYxRW/EG8b3xoGZ0Ao63wSnSYx/zhNN9M1aY6uGEdHTpVBssDBx70W/U5BcNy/cXL94q4f9ZC+8PxJa6px9WIbCn21+NadOJzE6ogXVI2RzQgjsGVdF9wzV9gLFwIDAQAB,v=DMARC1;p=none;fo=1;rua=mailto:nch_ie_agg@mailwall.com;ruf=mailto:nch_ie_afrf@mailwall.com
mhc.ie,Live (HTTP),v=spf1 include:_u.mhc.ie._spf.smart.ondmarc.com -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:7f5a7fa8@inbox.ondmarc.com; ruf=mailto:7f5a7fa8@inbox.ondmarc.com;
currys.ie,No response,v=spf1 include:_spfa.currys.ie include:_spfb.currys.ie include:spf.protection.outlook.com include:cpw.spf.verinthms.com include:spf.flowmailer.net -all,Not found,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:dixons-carphone@rua.agari.com,mailto:dmarc@inbound.flowmailer.net,mailto:postmaster@currys.ie; ruf=mailto:dixons-carphone@ruf.agari.com,mailto:dmarc@inbound.flowmailer.net,mailto:postmaster@currys.ie
threo.ie,Live (HTTP),v=spf1 ip4:188.119.149.69 ip6:2a01:8640:1:13::859:23e0 a mx include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=none; aspf=r; sp=none
mcsport.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:shops.shopify.com -all,Not found,v=DMARC1; p=none;
itsligo.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf1.itsligo.ie include:spf2.itsligo.ie include:spf3.itsligo.ie include:spf4.itsligo.ie include:spf.mandrillapp.com include:spf.mailjet.com include:servers.mcsv.net include:cyberriskaware.com -all,Not found,v=DMARC1; p=none; ruf=mailto:dmarc@itsligo.ie; rua=mailto:dmarc@itsligo.ie
trulybridalboutique.ie,Live (HTTP),Not found,Not found,Not found
leitrimobserver.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
spiceolife.ie,Live (HTTP),v=spf1 include:spf.hornetsecurity.com -all,Not found,v=DMARC1; p=none
npws.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s
edsports.ie,Live (HTTP),v=spf1 a:5233.submission.antispamcloud.com include:spf.guru.net.uk include:spf.protection.outlook.com +a -all,Not found,v=DMARC1; p=none
wildpairshoes.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.235.155 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzAibvoIKMlmU0jziLfnGqPu8HyqVFL4mkv5fbShchxRtiQ4n14SCj7dUDuZcjmQSE4LMwtYpewQY9OWHjFxS1Fu/McM2bOy6jzf2zbSvSfLOSdthsrG35KBZcgwyqWB8qFm97I9IwoxMMBQFAw/OSqrLFIoqHx+M1woN6K09JaBy1fDH0nKaVlKlYENoLTCTv Dl29+ihs+iNJLSKNRSPj+pJNoaHjLF8SL2pqzA5Hlb9Sx7pFBUfpUgyd/XI0m0JbECQ2I7wPQK5QPBy4XJBMuCL6pwjw6gejtfCbpGVTbsWcAJizUhbYCfhodEmy8hVrBSC+IXGDvuR7CFx7HxYDwIDAQAB;,Not found
iftn.ie,Live (HTTP),v=spf1 +a +mx +ip4:217.115.112.32 +ip4:217.115.112.212 +ip4:217.115.115.90/27 include:emailsrvr.com ~all,Not found,v=DMARC1; p=none
clarelibrary.ie,Live (HTTPS),v=spf1 mx a:mail.clarelibrary.ie ip4:195.7.47.177 ip4:213.143.154.166 include:spf.topsec.com -all,Not found,v=DMARC1; p=none; sp=none; pct=100;
mytrendyphone.ie,Live (HTTP),v=spf1 include:spf.dandomain.dk include:mailgun.org include:send.heyloyalty.com ~all,Not found,Not found
kildare.ie,Live (HTTP),Not found,Not found,Not found
tcm.ie,No response,v=spf1 include:_spf.google.com ~all,Not found,Not found
itcarlow.ie,Live (HTTP),v=spf1 include:_spf1.itcarlow.ie include:_spf2.itcarlow.ie include:_spf3.itcarlow.ie include:mh.blackboard.com -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; adkim=r; fo=1; ri=86400; rua=mailto:oneilljp@itcarlow.ie; ruf=mailto:oneilljp@itcarlow.ie;
cleverkids.ie,Live (HTTP),v=spf1 a mx a:mx1.webcore.cloud a:mx2.webcore.cloud a:mail.webcorecloud.com  mx:smtp-in.edge.webcorecloud.com mx:smtp-in2.edge.webcorecloud.com ip4:136.243.37.102 ip4:46.4.83.22 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3hFTPtBA+PRTBy8T4UiC 9IeoSevXaODL3pmLDd1yl3pX3SpYZZYsPfJwak9/xTudVjq4mHYUBOQ9t/vV4Chp E77gDsF5lYVqCSt/JDvzDmlK+Bf6tjApt5TlrcT8IR1FJTeck4TMTiS3MlfjT6ws hQqBUsGq7KH48Pz0zz9CkD+Q4Ef5l8SmWvEv8zLJqeztN0TwGoJOy7X98k0zVLPx JzWLLj2v1/hx5ZiQiCDKksdeI8FOnyH2Qx++ey6uMLuPraMxqeDbI28BUk+EhPRm VqJzpymDlGJOnVYHwuPLF1EZlhuInSKQiHRk6gi4/K+4fWTEd7WX5eaCfUw7xVpY kwIDAQAB,Not found
benchwarmers.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
greggcare.ie,No response,v=spf1 +a +mx +a:cloud1.dmacmedia.ie -all,Not found,v=DMARC1; p=quarantine; adkim=s; aspf=s
leinsterexpress.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
littleones.ie,Live (HTTPS),v=spf1 ip4:151.236.222.251 include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
mariangale.ie,Live (HTTP),v=spf1 a include:aeroncloud.com include:_spf.google.com ~all,mariangale.ie.google-gws-recovery-domain-verification=41220895v=spf1 a include:aeroncloud.com include:_spf.google.com ~all,mariangale.ie.v=spf1 a include:aeroncloud.com include:_spf.google.com ~allgoogle-gws-recovery-domain-verification=41220895
thehungrymexican.ie,Live (HTTP),Not found,Not found,Not found
aslairlines.ie,Live (HTTP),v=spf1 ip4:89.19.94.77 include:spf.protection.outlook.com include:_netblocks.mimecast.com ~all,Not found,v=DMARC1; p=quarantine
one4all.ie,Live (HTTP),v=spf1 ip4:216.136.161.142 ip4:216.136.161.143 include:spf.protection.outlook.com ip4:82.195.139.254 ip4:212.78.239.173 ip4:52.209.222.127 ip4:178.250.117.178 ip4:178.250.118.210 include:service-now.com include:amazonses.com -all,Not found,v=DMARC1; p=none; rua=mailto:DL-O4A-ITTeam@bhnetwork.com; pct=25;
netbet.ie,Live (HTTP),v=spf1 ip4:74.112.67.227 ip4:74.112.67.98 include:_spf.google.com  include:mail.zendesk.com ~all,Not found,v=DMARC1;  p=quarantine; pct=100; rua=mailto:6a4c7ed6325245d5afc9c4736bea1bcd@dmarc-reports.cloudflare.net
environ.ie,Live (HTTP),v=spf1  mx ip4:137.191.226.88/29 ip4:137.191.229.96/28 include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; fo=0; adkim=r; aspf=r; pct=100; rf=afrf; ri=604800
louisboyd.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
kirbyshoes.ie,Live (HTTP),Not found,Not found,Not found
mayonews.ie,Live (HTTP),v=spf1 ip4:91.136.49.205 ip4:195.59.103.140/30 ip4:195.59.103.208/29 ip4:141.94.134.199 ip4:164.132.93.11 ip4:51.89.14.56 ip4:51.89.66.140 ip4:52.30.213.6 ip4:52.6.112.187 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net  -all,Not found,v=DMARC1; p=quarantine; pct=10; adkim=r; aspf=r
offalyexpress.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
gmit.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf1.gmit.ie ip4:92.52.102.162 ip4:34.241.149.181 a:newmail.ancheim.ie a:gwmailfilter.gmit.ie a:sendgrid.unit4cloud.com ip4:168.245.121.45 -all,Not found,v=DMARC1; p=none; ruf=mailto:dmarc@gmit.ie; rua=mailto:dmarc@gmit.ie
expedia.ie,Live (HTTP),v=spf1 include:_spf.expedia.com -all,Not found,Not found
connachttribune.ie,Live (HTTP),Not found,Not found,Not found
politics.ie,No response,Not found,Not found,Not found
chislers.ie,Live (HTTP),Not found,Not found,Not found
dublin2bike.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
lirboutique.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none
next.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:b47e7205@inbox.ondmarc.com; ruf=mailto:b47e7205@inbox.ondmarc.com; adkim=r; aspf=r; fo=0; rf=afrf; ri=3600
divine.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie include:spf.protection.outlook.com include:spf.graphedia.ie -all,Not found,v=DMARC1; p=none;
yesflowers.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,_dmarc.wixemails.com.v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
tusla.ie,Live (HTTPS),v=spf1 ip4:193.178.100.40 include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc_agg@vali.email
comreg.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:autotask.net include:hpadc29.comreg.ie -all,Not found,v=DMARC1; p=none; rua=mailto:IT.Suggestions@comreg.ie; ruf=mailto:IT.Suggestions@comreg.ie;
petstop.ie,Live (HTTP),v=spf1 +ip4:178.79.134.19 +a +mx +ip4:46.101.4.51 +ip4:199.102.228.136 +ip4:81.94.196.136 +include:_spf.google.com +include:petstop.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxkPk+Pqa+BuLUWbO8J86WxpfbyeiARB2AGSG4ey/92sSCBqhwue8TJxPDP43392/wU3RTHrGuGwPWqZ9v01IcuTrVfzKabTqWjfCh4h2GcLZx0mMuTtKrK/76haw/DEsfly63GBflub6++RsdSDeQdvmJPyjh7rljtyOg5hvH5d/b2Kv12AWn3E5hK5rIqJGH naP1LB4+L7UqAao5o1u/HxsbMYwW3ekL8Gs44/zfzS4Rcm838ZW9gyIPRANKdVrN8+48WwPahYXIRASmBU9kfiPSj9jenAD7vJeqGa9bBEzURFjWkAuBi1a3tsZZ6zYN3X0b4geZmB/EXrM0F9VYwIDAQAB;,v=DMARC1; p=quarantine; rua=mailto:info@petstop.ie
nationaltransport.ie,Live (HTTP),v=spf1 a mx a:mail.nationaltransport.ie a:sid.customerminds.com ip4:54.229.2.165 ip4:52.30.130.201 ip4:23.251.238.221 include:spf.protection.outlook.com ip4:134.213.243.206 ip4:137.191.247.149 ~all,Not found,v=DMARC1; p=quarantine; pct=100; fo=1; rua=mailto:dmarc-reports@nationaltransport.ie; ruf=mailto:dmarc-forensics@nationaltransport.ie
meathchronicle.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
cbl.ie,Live (HTTP),v=spf1 mx a include:spf.protection.outlook.com include:spf.mandrillapp.com ip4:144.2.247.3 -all,Not found,Not found
thebikeshop.ie,Live (HTTP),v=spf1 +a +mx include:spf.graphedia.ie -all,Not found,Not found
galwaycrystal.ie,Live (HTTP),v=spf1 +a +mx +ip4:89.34.16.71 +include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0jPgKI28eqfg22MOOS9+P5mrRvrpzT9/IpB64k4rzsDs2jQYofs7rPg/4ySTrZpiiTkwmBZNmq1wNYjxwK41R4djfGgcL80om1aRu/XCJu1XYggYXzlh2MXunAmWkRB34UCv9WFmZ5w0d7vO/Y2DsoiEXAW22vLsn8AdP/yo7u18RN8aC+yn0Foc5mKac/8Ay 9x7FIuWUz3vwgLj3dFtwnOofEGFg5GMr5AFXg/3yHmwq0fpIjpVwyp3f/aXM4fSL9dT2hBU/gWavuffICu/HnimPFDCX2/MvXg0mASWoWeiVNytjSSjHXSi/4BrnQ1CBf8ir4oDLtHtZEyfItQN1QIDAQAB;,v=DMARC1; p=none
kilmainhamgaolmuseum.ie,Live (HTTPS),Not found,Not found,Not found
funbugs.ie,Live (HTTP),v=spf1 include:_spf.alwaysdata.com ~all,Not found,Not found
longfordleader.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
sportstore.ie,Live (HTTP),Not found,Not found,Not found
cougartown.ie,Live (HTTP),Not found,Not found,Not found
coillte.ie,Live (HTTP),v=spf1 include:autotask.net include:spf.protection.outlook.com include:sendgrid.net include:spf.topsec.com include:spf.eu.exclaimer.net ip4:185.5.241.97/27 ip4:146.0.55.97/27 ip4:185.5.241.68/32 ip4:213.168.232.34/32 ip4:213.168.232.38/32 ip4:213.168 .232.42/32 ip4:213.168.232.46/32 -all,Not found,v=DMARC1;p=quarantine;sp=quarantine;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
newstalk.ie,Live (HTTP),v=spf1 include:_u.newstalk.ie._spf.smart.ondmarc.com ~all,Not found,_dmarc.newstalk.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:5352a03e@inbox.eu.redsift.cloud; ruf=mailto:5352a03e@inbox.eu.redsift.cloud; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
lenehans.ie,Live (HTTP),v=spf1 a ip4:57.128.187.154 ip6:fe80::b985:8eba:ed3f:9f43 mx include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtKTQEQCKIT1Uvppuly7HJDQn2OMJhkif1cW4fzd4s7rr26KXsAlqxh7cqKWHPo/Sf0uzqi875mKdK95NwBCet8DsLGMq1DSsG1OtZgbUQ8/GGcq+lz1viBBx9MUe/KS8/hXp2c4ewPOPQzhujNU5jLpAAIM6FDhZBs1echVtKeuQBCGrQAHfq/dtebabvwr07 ovG82lqN5W0qu/NY3j1NOub6FX5W3w2Yh4Inr2gXtOZW/6Kde9Mq1yWj+lOB4L5M1yrCfRDNNrsGyvw/WlMzUtM7i04kDuIasVIdJujx1/PK5E3Uu4tf61VlsRiZhK627Vxl6p2IiF83MSVVZApDQIDAQAB;,v=DMARC1; p=none;
mayo-ireland.ie,Live (HTTP),Not found,Not found,Not found
nova.ie,No response,v=spf1 a mx ip4:109.202.156.163 ip4:109.202.156.164 ip4:213.146.164.220 ip4:207.126.144.0/20 include:_spf.google.com ~all,Not found,Not found
hughlane.ie,No response,v=spf1 include:spf.mandrillapp.com ?all,Not found,Not found
chicosandchicasshoes.ie,No response,v=spf1 include:spf.reg365.net ~all,Not found,Not found
puddleducks.ie,Live (HTTP),v=spf1 a mx include:shops.shopify.com a:mta00.svc.cra.dublin.eircom.net a:mta01.svc.cra.dublin.eircom.net a:mta02.svc.cra.dublin.eircom.net a:mta03.svc.cra.dublin.eircom.net a:mta04.svc.cra.dublin.eircom.net a:mta05.svc.cra.dublin.eircom.net -all,v=DKIM1; t=s; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDJh99KTqqbLLRjmLGK2F7MHmuMkkPoDweYpU8uLRD7A0vzZf8YZKmnK77JlL8Z0H1D0lCPh9yif8QRNg3asI/DAN4EGzT7GzkfFlT9jvRwmQZUUh2gtP1ikE4HRDjHIQhwoSIfHeodlchg3jzlcqFs5aeHWCyrZtvZJINvuBEDywIDAQAB,Not found
oxendales.ie,No response,v=spf1 mx ip4:213.122.174.82 ip4:213.122.174.83 include:spf.protection.outlook.com include:mailcontrol.com include:mail.zendesk.com ~all,Not found,v=DMARC1; p=none; rua=mailto:hupygi2u@ag.dmarcian.eu
electricpicnic.ie,Live (HTTP),v=spf1 +a +mx +ip4:69.89.31.213 include:mail.zendesk.com include:servers.mcsv.net ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
gsi.ie,Live (HTTPS),v=spf1 ip4:137.191.239.189 ip4:193.1.193.135 ip4:193.178.1.33 ip4:137.191.244.220 include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none;
memoriesboutique.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
rcpi.ie,Live (HTTP),v=spf1 ip4:52.158.115.248 ip4:82.195.133.139 ip4:52.158.115.251 include:spf.protection.outlook.com include:cyberriskaware.com ip4:192.254.120.51 ip4:168.245.104.162 include:cvent-planner.com ip4:216.230.14.229 ip4:216.230.14.231 ip4:216.230.14.230  ip4:216.230.14.237 ip4:91.197.235.71 include:spf.elluciancloud.com include:amazonses.com include:139632817.spf08.hubspotemail.net -all,Not found,v=DMARC1; p=quarantine; adkim=s; aspf=s; fo=1; rua=mailto:abuse@rcpi.ie; ruf=mailto:abuse@rcpi.ie
ncca.ie,Live (HTTPS),v=spf1 ip4:40.113.87.132 include:spf.protection.outlook.com -all,Not found,Not found
ergobaby.ie,Live (HTTP),v=spf1 ip4:104.130.92.29 ip4:104.130.92.28 ip4:85.10.239.83 include:spf.protection.outlook.com  include:spf.mandrillapp.com include:mail.zendesk.com -all,Not found,Not found
exerciseequipment.ie,Live (HTTP),v=spf1 +a +mx +ip4:185.43.232.181 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoyXM8ZYgN3tOwFzAK+WhM2Yz5YXoKnBkHQkhHeKbLBGh+P53euWUfju33I/WH0U7btW4kvXsgZvHu8PGIzAe5mGhlhH541X/HKRHs7RNsyxB4+CKyTU59eeGi7YMEgC9M94y1Vx3NVOUvWHZVOJLy5fyEb7nqX1gXDbTK3z5w/mqeD1Oc4XFkdGtDhoIuCyOY xI+yUaGDnAh5IXvlZKAqudSF/KUWj2+8eYAZn2xhyz8GRm/ivtl+zOA8hd/a2HyObYhzhBMhqlPQ/RJ1W4VKbqfth426GBLW5WqvJmgbidxAEYWc0FNrMFZZsgyg6Nmty6AlWGjuZks1DHtGjYOpwIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
toysdirect.ie,No response,v=spf1  a  mx  ip4:185.43.232.168  include:spf.antispamcloud.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA+Ly6sDBjrqEcE6tTGMikutH/idslDJ+CL+sA33WcOarhkFxgNfmAqGi1UuNJdS3s3dnmAjrCXKtMTXxIlUNMviBfwuG4keVjdyrQkUYgfxDijUzYZpmnXiPQ7jy39g/NZh8FcRNGl9AXpGHiBmAeAKa7rIV+28o1sznhUoz3Zlak01Tjf1xZNnB+XxOaLAZi8 zYg4HiMIhSeUvKYDdXklA3HBjy37aXFwW5629G7/x6sG5ys36v3ypEOnwucd8mDYQV8p26vNlsXvLspr0NBbQzGxHxpsEaPf5U2K7wSfNXvmgN2WfGbmOUK9MwqWzaAucGymAgguDjMlejfOWkc/wIDAQAB;,v=DMARC1; p=none;
fitnessequipmentireland.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=none;rua=mailto:rua@dmarc.brevo.com
inismeain.ie,No response,v=spf1 include:_spf.google.com include:_spf.createsend.com -all,Not found,v=DMARC1; p=reject; rua=mailto:webmaster@inismeain.ie
teanglann.ie,No response,Not found,Not found,Not found
dromoland.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@dromoland.ie
happybaby.ie,No response,Not found,Not found,Not found
republicofbike.ie,No response,v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
durkinslongford.ie,No response,v=spf1 a mx ~all,Not found,v=DMARC1; p=none;
caseface.ie,No response,Not found,Not found,Not found
pwc.ie,No response,Not found,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
clarechampion.ie,Live (HTTP),Not found,Not found,Not found
charteredaccountants.ie,Live (HTTPS),v=spf1 mx a ip4:193.120.76.114 ip4:89.185.150.44 include:spf.protection.outlook.com include:cmail1.com include:_spf.arlo.co include:msgfocus.com ~all,Not found,v=DMARC1; p=quarantine; sp=none; rua=mailto:webmaster@charteredaccountants.ie;
giaf.ie,No response,v=spf1 ip4:62.182.19.220 ip4:77.72.204.240 include:relay.email-cluster.com include:spf.mandrillapp.com include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxieVNOurZnYumbTVYEKpLe3CVCftzSv6qEXc//KPWKonbfgYw6fHVKhVjFSm3b/y9y59syRrHegX3Hv+hkGE0vTXYWCSkjm5zL0imVqEEgRLy0srDWCErav3FwuGXnHmVv/Kop+vJDYot5qSB+3qGybJ5oAy5H5ffvtf4l9bYw6Le1hfFc6oXlPL2B7vCiOPV PUsCK/RnkQ10E8KOCt0FVS6sM7j9EQXqZ1RbVkXvtXyn6PdWxHgrsEaOg9ciWgkxXctTI1Hw/O6j3n+R25RLPujKBgVFw6+X4KPBQfEaHDkI3cT1VcKTdb5KeV9tMF4mjzeNeeWO68IyKRU37l5vQIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
phoenixpark.ie,Live (HTTPS),v=spf1 -all,Not found,Not found
heritagecouncil.ie,Live (HTTP),v=spf1 +a +mx +ip4:62.182.19.221 include:relay.email-cluster.com +include:_spf.psm.knowbe4.com +ip4:51.171.114.107 include:spf.protection.outlook.com +a:mail.mindaclient.com +ip4:77.72.204.4 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA96VO4JQKiLRYt1fFmp5FJ7d0armEXVw0VQIWVdP+2Eoj+w/UcFP0NSRxyS4ARL3wFwJf8bbOrc2NQd4IJkurwqjgF/fDDxMRgqlqChtwIeE24i7rdE6Erfe2KPxklhc4ecNvhXf8aFm/i97Rsneb0ahPRbbuEuGHfoird0qAhncj41utee6hmcVIy1uGVKhap 9X6Yz4b+c4+PH3+fTphHNFt1GFB/GF4was8+vV/CWiOxZ/SjIeVd0wJuUQwyR30G9tqnVPxCKe0es2sIdUzuaSZoedzK5Yq7vcurhZl8eBjU9mzb7iFT0ZHt8Mv0xrkb7neMzEFrS2E7sgv3ZHakwIDAQAB;,v=DMARC1;p=quarantine;sp=quarantine;adkim=r;aspf=r;pct=100;fo=1;rf=afrf;ri=86400;rua=mailto:dmarc_agg@vali.email;ruf=mailto:dmarc@andrewsduffy.ie
hennessyoutdoors.ie,No response,v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsjnRTTml8+JwLEf4AAihf6wVHnCkojTfmJ1TS0WYgXgGlGS7TZJS33t0pE2o4pSt+Ir1C3hAr2vtWmVaFC+sQii6dHWR/9racB4hBc0bfmZkfGjFnXcLb/jGWl/DaqR/cVQ+3RRgWlqlhHIDogzrnbKqkRqbyXrDP2u6XkEsmnjaB80DnvJ8cbgdHV/H3mQjx ARtvKhyuAKgyF9K/AUt8/M4Wa3ND3RwNAbB2hI8tjKeU7ZCJFDfIggZpSsjvzSvn3K6rCXj/sh39RFuCyhylQJ8W3Y0z/6HFcJQpkQLoHGSqMXc8VAH0I6jZaeDG6s7esuMLd7zGHT8ExnJ1T2/gQIDAQAB;,Not found
happy-days.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
carabay.ie,No response,v=spf1 ip4:89.100.2.14 include:spf.protection.outlook.com -all,Not found,Not found
schoolbooks.ie,No response,v=spf1 include:_spf.google.com include:mailgun.org include:sendgrid.net -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-reports@schoolbooks.ie; sp=none
arnotts.ie,Live (HTTP),v=spf1 a ip4:37.110.219.152 ip4:89.101.232.203 include:_spf_3rdparty.arnotts.ie ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:btsupport@arnotts.ie; ruf=mailto:btsupport@arnotts.ie; fo=1; pct=100
canellalane.ie,No response,v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none;
cao.ie,No response,v=spf1 ip4:193.1.214.220 ip4:193.1.214.21 ip4:193.1.33.43 ip4:193.1.193.139 include:spf.protection.outlook.com include:amazonses.com include:mailgun.org a ~all,v=DKIM1; k=rsa;  p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCrNC8ThmQzUJ3qjOwHdxsUEMXEbQ3uDg3+OvuP3XHLf8FFgxuXCs98tD8+get9O24118v4M7gFG/08h830mJaKh/MaJNgBD5P9NeeKAADOh/EhUBuvQVDqFw02+Qfluasr5OSVKOg+QRdnDiJqmgTSezZXeuXM7hM7b2poLXUqcQIDAQAB,v=DMARC1; p=reject; sp=reject; rua=mailto:dmarc759862@cao.ie; ruf=mailto:dmarc759862@cao.ie; ri=86400
