Domain,Website Status,SPF,DKIM,DMARC
led.ie,No response,v=spf1 include:spf.protection.outlook.com ip4:89.101.121.225 ip4:27.126.148.96/27 ip4:27.126.147.96/27 ip4:27.126.146.96/27 ip4:205.166.177.0/24 ip4:204.75.142.0/24 ip4:203.55.21.0/24 ip4:103.28.42.0/24 include:authsmtp.com -all,Not found,v=DMARC1;p=none;pct=100;rua=mailto:itsupport@led.ie
lifeline.ie,Live (HTTP),v=spf1 include:_spf.google.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; fo=1
cwc-ae.com,Live (HTTP),v=spf1 -allv=spf1 +a +mx +ip4:66.147.244.69 ?all,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
ardaghgroup.com,Live (HTTP),v=spf1 mx a ip4:194.156.135.50 ip4:67.231.144.99 ip4:208.86.201.212 ip4:162.18.16.90 ip4:5.79.0.191 ip4:196.5.108.72 ip4:196.5.108.73 include:spf.protection.outlook.com include:servers.mcsv.net include:marketing.dynamics.com include:_spf-dc33.sapsf.eu ~al l,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@ardaghgroup.com; sp=quarantine; aspf=r;
glanbia.com,Live (HTTPS),v=spf1 include:eu._netblocks.mimecast.com include:_spf.general.transactional-mail-a.com include:_spf-dc57.sapsf.eu ~all,Not found,v=DMARC1; p=none; rua=mailto:2a703ea43a3d198@rep.dmarcanalyzer.com; ruf=mailto:2a703ea43a3d198@for.dmarcanalyzer.com; fo=1;
mcclabel.com,Live (HTTP),v=spf1 redirect=6dl0ulp9._spf._d.mim.ec,Not found,v=DMARC1; p=none; rua=mailto:14317f3bb1aa649@rep.dmarcanalyzer.com; ruf=mailto:14317f3bb1aa649@for.dmarcanalyzer.com; fo=1;
staffordlynch.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=quarantine;pct=100;rua=mailto:dmarc@staffordlynch.ie
boconline.ie,Live (HTTPS),v=spf1 -all,Not found,parked.dmarc.linde.com.v=DMARC1;p=reject;pct=100;rua=mailto:xrdv15em@ag.eu.dmarcian.com;ruf=mailto:xrdv15em@fr.eu.dmarcian.com
renishaw.com,Live (HTTPS),Not found,Not found,renishaw.com._dmarca.vali.email.v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email,mailto:8e1f20543db7378@rep.dmarcanalyzer.com; ruf=mailto:dmarc@renishaw.com
vwr.com,Live (HTTPS),v=spf1 include:spf1.vwr.com include:spf2.vwr.com -all,Not found,v=DMARC1;p=quarantine;rua=mailto:dmarc.reports@vwr.com;ruf=mailto:dmarc.reports@vwr.com;sp=reject;ri=84600
orona-mwl.ie,Live (HTTP),v=spf1 redirect=orona.es,Not found,v=DMARC1; p=quarantine;pct=10;rua=mailto:b1ey2bt8@ag.eu.dmarcian.com,mailto:dmarc@orona-group.com; ruf=mailto:b1ey2bt8@fr.eu.dmarcian.com,mailto:dmarc@orona-group.com; fo=1;
irishmerchants.com,Live (HTTP),v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email; fo=1
concast.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
graceconstruction.com,No response,Not found,Not found,Not found
cascadedesigns.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none
cambusmedical.com,Live (HTTP),v=spf1 ip4:83.70.207.254 ip4:178.20.87.202 ip4:54.36.17.64 ip4:75.16.150.25 ip4:89.204.212.101 ip4:66.206.3.250 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; fo=1
goodmanmedical.ie,Live (HTTPS),v=spf1 ip4:86.43.69.72 ip4:213.79.33.78 ip4:84.203.181.158 include:spf.protection.outlook.com -all,Not found,Not found
mcaree-eng.com,Live (HTTPS),v=spf1 include:spf.everycloudtech.com include:spf.protection.outlook.com -all,Not found,Not found
novum.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.newsletter.ie ip4:89.101.134.201 -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc.reports@novum.ie; ruf=mailto:dmarc.reports@novum.ie; fo=1
cognex.com,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:securityops@cognex.com; ruf=mailto:securityops@cognex.com; fo=1
ppi.ie,No response,v=spf1 ip4:185.43.232.187 include:spf.protection.outlook.com include:spf1.emailsecurity.app -all,Not found,v=DMARC1; p=none; rua=mailto:2f589ab2@mxtoolbox.dmarc-report.com; ruf=mailto:2f589ab2@forensics.dmarc-report.com; fo=1
framesdirect.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
gemgroup.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.cablecomm.ie -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzouPVp0fjnHOOmcjqfYbMm9OukkyOXTQkGBaa9kYRvK5erOJhX8hNdTJDxiHGCNcu9Kgv1mAiqssdFAhZH/QpkHPE7CfmV4MYc7s15FPOYEjHR+x5bECa5e+W4WS8YqNRberqxngNmlx0Pn/3U5gfai5LBE63UxWm/+Ao2bXZwdrqNICz0nxH+E7Hb/jQqQ8a 0GI5UmzvFQAf0UQX48cZvR/fSRO7MCgsG7TjmR8d6nIHP0aDxG/6CPl+/+yUc7urDM83DkLqQ6NEIM9YgexufdXNBVsSmiPmlTUyLRwSg6kloAhZIQcNmnpWPj5kTQKLoW88H50PaXf7B/mvEKIoQIDAQAB;,Not found
gradyjoinery.com,Live (HTTP),v=spf1 +a +mx ip4:93.107.24.63 ip4:88.81.126.213 include:spf.protection.outlook.com include:_spf.elasticemail.com include:spf.topsec.com -all,Not found,v=DMARC1; p=none;
coldchon.ie,Live (HTTP),v=spf1 include:spf1.speig.fr include:spf2.speig.fr include:spf3.speig.fr include:spf4.speig.fr -all,Not found,Not found
milupa.ie,Live (HTTP),v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
briodybeds.ie,Live (HTTP),Not found,Not found,Not found
fleetwood.ie,Live (HTTP),v=spf1 include:_u.fleetwood.ie._spf.smart.ondmarc.com ~all,Not found,_dmarc.fleetwood.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:d4d1583c@inbox.ondmarc.com; ruf=mailto:d4d1583c@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
easons.com,Live (HTTPS),Not found,Not found,v=DMARC1; p=none; pct=100; rua=mailto:DMARC@easons.com; ruf=mailto:DMARC@easons.com; fo=1
carapartners.ie,Live (HTTP),v=spf1 mx include:_spf.schwabe-group.com ip4:89.234.97.194 -all,Not found,Not found
bimeda.com,Live (HTTPS),v=spf1 ip4:40.69.211.53 ip4:213.168.232.3 ip4:5.134.13.47 include:spf.protection.outlook.com include:spf.topsec.com include:_spf.salesforce.com include:sendgrid.net include:26627762.spf02.hubspotemail.net -all,Not found,v=DMARC1; p=none; rua=mailto:dmarcaggrep@bimeda.com; ruf=mailto:dmarcauthfail@bimeda.com; adkim=s; aspf=s;
chemco.ie,Live (HTTP),v=spf1 ip4:83.70.173.186 include:spf.mailanyone.net include:spf.protection.outlook.com mx a include:_spf.salesforce.com -all,Not found,v=DMARC1; p=none; rua=mailto:DMARCReport@chemco.ie; adkim=r; aspf=r; rf=afrf
fannin.eu,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf-dc33.sapsf.eu ~all,Not found,v=DMARC1;  p=none; rua=mailto:402f8600bc9c420ebb5656be4b592edb@dmarc-reports.cloudflare.net
athlone-laboratories.com,Live (HTTPS),Not found,Not found,Not found
elanco.com,Live (HTTP),v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc_agg@vali.email
caulfieldindustrial.com,Live (HTTP),v=spf1 a mx a:spamtitan.caulfieldindustrial.com ip4:84.203.176.97/29 include:spf.protection.outlook.com include:amazonses.com -all,Not found,v=DMARC1; p=none
protechplastics.org,No response,Not found,Not found,Not found
jfc.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:it@jfc.ie,mailto:dmarc_agg@vali.email; ruf=mailto:it@jfc.ie; fo=1
toolandplastic.ie,No response,Not found,Not found,Not found
gemplastics.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.everycloudtech.com mx a ip4:31.193.219.218 ip4:193.28.176.0/24 ip4:86.43.69.183  -all,Not found,v=DMARC1; p=quarantine;
automaticplastics.com,Live (HTTP),v=spf1 a:cleanmail1.deycom.com ip4:83.71.22.139 ip4:185.182.74.121 include:spf.protection.outlook.com include:spf.ess.de.barracudanetworks.com -all,Not found,Not found
glenmarshellfish.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
supervalu.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
paneltofoods.ie,Live (HTTP),v=spf1 a mx ip4:208.43.75.107 ip4:89.101.86.88 ip4:75.126.136.162 ip4:184.172.50.186 ip4:185.61.3.153 ip4:86.47.87.169 include:de._netblocks.mimecast.com include:sendgrid.net include:spf.smtp2go.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:527cec69a3c3496@rep.dmarcanalyzer.com;
mrcrumb.ie,Live (HTTPS),v=spf1 mx include:spf.protection.outlook.com ip4:82.141.207.155 -all,Not found,Not found
manningsbakery.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
portasol.com,Live (HTTP),v=spf1 ip4:173.212.236.170 include:spf.protection.outlook.com -all,Not found,Not found
marsh.ie,Live (HTTP),Not found,Not found,Not found
strathroydairy.ie,Live (HTTPS),v=spf1 ip4:89.204.213.73 include:spf.hornetsecurity.com include:spf.protection.outlook.com ~all,Not found,Not found
arrabawn.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com a:mail.arrabawn.ie ip4:84.51.253.133 ip4:84.51.253.158 ip4:86.47.104.117 ip4:86.47.115.46 include:authsmtp.com ~all,Not found,_dmarc.arrabawn_ie._d.easydmarc.pro.v=DMARC1;p=quarantine;rua=mailto:3aa244375d@rua.easydmarc.eu;ruf=mailto:3aa244375d@ruf.easydmarc.eu;fo=1;
mcgrathquarries.ie,Live (HTTP),v=spf1 ip4:80.93.26.51 ip4:80.93.26.52 include:spf.protection.outlook.com -all,Not found,Not found
harcourthotel.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:netaffinity.net -all,Not found,v=DMARC1; p=none;
abccleaning.ie,Live (HTTPS),v=spf1 include:eu-sender.zoho-inventory.com,Not found,v=DMARC1; p=reject; fo=1; ua=mailto:dmarcreporting@abccleaning.ie ruf=mailto:dmarcreporting@abccleaning.ie; sp=reject; ri=84600;
kingspan.com,Live (HTTPS),Not found,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
theinnatdromoland.ie,No response,v=spf1 include:spamtitan.tierneys.ie include:spf.protection.outlook.com include:oracleindustry.com -all,Not found,Not found
mounterrigal.com,Live (HTTPS),v=spf1 include:_spf.google.com include:netaffinity.net include:spf.guestjoy.com ~all,Not found,Not found
templebarhotel.com,Live (HTTP),Not found,Not found,Not found
gsk.com,No response,Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1
dublin.hilton.com,Live (HTTP),Not found,Not found,Not found
talbothotelstillorgan.com,Live (HTTPS),v=spf1 include:spf.protection.outlook.com ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 include:netaffinity.net include:mindaclient.com -all,Not found,v=DMARC1; p=none; pct=100; fo=1
theccd.ie,Live (HTTP),v=spf1 ip4:190.180.144.237 +a +mx +ip4:207.55.255.4 +include:spf.protection.outlook.com +exists:%{i}.spf.hc1133-43.c3s2.iphmx.com +ip4:89.101.192.1 +include:spf.exclaimer.net ~all +include:_spf.createsend.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwXYmv/dBHdr9PVNLIx1QDsXBpdPEAg8FaOeKINBHJxNQ6iXhVFq19lBHqUveKIhZigSywOejL3kp5PdnlD0q9JsTDjDgCWbZB59fG1TBCys4ci4Ck+2/c2eTW2UGNzT2DSGJp4x7P9rx+Ivbgulgdz7MFuT+EOca0JnzUQltEI2N0QtEniUHQaBEWV38irmMJ  dAaZ0W3IaDFo/nNf/8vFnDMlKaJ6XxoYMvKNi3YA+8k0Te7ykMuPnWyjNip29P4YRiZEkl/RSXIMwEAjeAkpZUqqzjj5kW9aPqjWGvQvMz+mo9uzK86Mv7WwliT2xdFxwjnzHs4qZFSliAS5bRI6wIDAQAB;,v=DMARC1;p=quarantine;sp=quarantine;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
connemaracoast.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:authsmtp.com -all,Not found,Not found
claytonhotellimerick.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
ballymascanlon.com,Live (HTTP),v=spf1 ip4:86.47.36.160 include:spf.protection.outlook.com include:netaffinity.net include:authsmtp.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAy0kveB3zvCwB6Oosf5hyxEpTO9QJdHbTaXdaWKUeh77SLW/jtpQx5//8UELIsJ6QMEtKAruLC7uhntDzGRRcExjnX/Jdc28j+0DzAN0wdD0ep2TPLG5cobTxejVybpqSwQ2Nc5FI7hedUIbzxolJpslVdSPsoI/m7Rio8BgMu63K7pDAtkKnEHGn8ZhAtImso H+PHs8LdzOUt6PHxaGqiqjZ50s/NkJNLswmJ6hqUUq5Y1UiHMSQJh43bGk7yHkHmXU0nHF25AQQxoeiVRBPlJSw+9GVM4INGXwyn/60jvLef8/+Oa494GNgOQOvb4aD8Ys+1tP5vna6PG6gEErcwQIDAQAB;,Not found
esri.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:nw008.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email;
apcoa.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
sig.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; sp=none; pct=100; aspf=s; fo=1; ri=3600; rua=mailto:499aaf2e@inbox.ondmarc.com,mailto:dmarcreplies@sig.com; ruf=mailto:499aaf2e@inbox.ondmarc.com,mailto:dmarcreplies@sig.com;
gempackfoods.ie,No response,v=spf1 ip4:83.70.133.98 ip4:83.70.133.97 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; ri=3600; rua=mailto:6fuehgkv@ag.dmarcian-eu.com
nicholasodwyer.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; sp=none; rua=mailto:dmarc@nicholasodwyer.ie!10m; ruf=mailto:dmarc@nicholasodwyer.ie!10m; rf=afrf; pct=100; ri=86400;
sharpgroup.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.theemaillaundry.net ~all,Not found,Not found
pco.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ip4:87.120.248.48/28 ip4:185.190.207.176/28 ip4:149.40.96.82/32 ip4:217.38.236.82/32 ip4:147.160.167.0/26 ip4:52.49.201.246 ip4:52.49.235.189 ip4:23.21.109.197 ip4:23.21.109.212 -all,Not found,v=DMARC1; p=none; pct=100; rua=mailto:techsupport@pco.ie,mailto:dmarc_agg@vali.email; ruf=mailto:techsupport@pco.ie;
aerogen.com,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:aerogendmarc@aerogen.com; ruf=mailto:aerogendmarc@aerogen.com; fo=1
thecope.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com +ip4:83.138.8.106 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsafdAp2838i2rx/ojTQA2ivkWpfFutaGFKqq+ZT2YKSkp9pHF0X9js0uCRY1AKGTnWENpe9J/1pvO21u/pWxlWbh6FwbhSjU/CO+3NIKiQ1J+oVXL53nWJbYzNsD+ZtQufP9Z1FGFur7d2LI6WlDILLiLjPAM1ns2doWR11AbiKmc8Rl6yA2otBgjkmzcPo3+ EQ5KocOy7PwROQaHIWREZKqAv4kfdx1mntEYxGRZhQTFtUdW4wwa+5Gaz3k8HOaUGwz2OoqkGEG8ih3/44QtnrQLHUnJ+V+ki7nMS9r91VTHTey9Fom9Xe0hLtmn7Oqpb4bb550k9tb1QDy42tDywIDAQAB;,v=DMARC1; p=none; rua=mailto:its@thecope.ie
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
dunnesstores.ie,No response,v=spf1 ip4:185.114.163.240/30 include:spf.protection.outlook.com include:spf.logicalware.net include:spf.logicalware.com include:mailgun.org -all,Not found,v=DMARC1; p=quarantine; rua=mailto:rua@dunnes.ie; fo=1
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
dunnesstores.ie,No response,v=spf1 ip4:185.114.163.240/30 include:spf.protection.outlook.com include:spf.logicalware.net include:spf.logicalware.com include:mailgun.org -all,Not found,v=DMARC1; p=quarantine; rua=mailto:rua@dunnes.ie; fo=1
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
dunnesstores.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dunnes.ie
brothersofcharityclare.ie,Live (HTTP),Not found,Not found,Not found
corksimon.ie,Live (HTTPS),v=spf1 ip4:185.43.232.245 include:spf.protection.outlook.com include:_spf.createsend.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2Ka5tEXQ5JDJlt3mnd3fdnkvCZBKKbE6JgYXIankCKfQ7houwL1hh85dMaNcrm1AyaA8Wejvts7/30LRnD5A8djYNTAGca76AqbWLkNNnWH/HlQE6CIYa4dAAOjcd1GoXxBswn3bMOKm08aFFsNXYChGYGMmR7jXkpOptCmxmDrT8DJq5zqVBB2sKYNtJ61uN EXD2vMkurRq8a34BKT4e3Adcw8e9JapZWabjX50gce8phuwTHRRQCnR6e9RnTDsMWSowVC44ChTg2wZpB0h5NXi/l8SRznzYikQ/6J6UH5g2N15y29wZxt6bxuWySlMoZJFxXPAWaQeZWDZ1Aw7DQIDAQAB;,v=DMARC1; p=none;
corksimon.ie,Live (HTTPS),v=spf1 ip4:185.43.232.245 include:spf.protection.outlook.com include:_spf.createsend.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2Ka5tEXQ5JDJlt3mnd3fdnkvCZBKKbE6JgYXIankCKfQ7houwL1hh85dMaNcrm1AyaA8Wejvts7/30LRnD5A8djYNTAGca76AqbWLkNNnWH/HlQE6CIYa4dAAOjcd1GoXxBswn3bMOKm08aFFsNXYChGYGMmR7jXkpOptCmxmDrT8DJq5zqVBB2sKYNtJ61uN EXD2vMkurRq8a34BKT4e3Adcw8e9JapZWabjX50gce8phuwTHRRQCnR6e9RnTDsMWSowVC44ChTg2wZpB0h5NXi/l8SRznzYikQ/6J6UH5g2N15y29wZxt6bxuWySlMoZJFxXPAWaQeZWDZ1Aw7DQIDAQAB;,v=DMARC1; p=none;
concern.net,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:cw8iz4vn@ag.eu.dmarcian.com;
dubsimon.ie,Live (HTTP),v=spf1 mx ip4:52.17.55.17 include:spf.protection.outlook.com include:servers.mcsv.net include:_spf.createsend.com include:spf.smtp2go.com include:_spf.salesforce.com -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; fo=1; rua=mailto:dmarc@dubsimon.ie; ruf=mailto:dmarc@dubsimon.ie; pct=100;
hse.ie,Live (HTTPS),v=spf1 include:spf.topsec.com include:spf.protection.outlook.com include:spf1.hse.ie include:spf2.hse.ie -all,Not found,v=DMARC1;p=reject;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
limerickyouthservice.com,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
stmunchinscommunitycentre.ie,Live (HTTP),v=spf1 mx a include:spf.elive.net -all,Not found,Not found
samaritians.org,No response,Not found,Not found,Not found
rehabcare.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,_dmarc.31yo5p8xyvmqx68e-rehabcare-ie.hosteddmarc.dmarc-dns.com.v=DMARC1; p=reject; rua=mailto:kh63j5azfi@rua.powerdmarc.com; ruf=mailto:kh63j5azfi@ruf.powerdmarc.com; pct=100; fo=0:1;
vistatec.com,Live (HTTP),Not found,Not found,v=DMARC1; p=none
exertissupplychain.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
abbeytheatre.ie,Live (HTTP),v=spf1 include:_u.abbeytheatre.ie._spf.smart.ondmarc.com ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:ab8379a3@inbox.ondmarc.com; ruf=mailto:ab8379a3@inbox.ondmarc.com;
bfei.ie,Live (HTTPS),v=spf1 mx ip4:193.1.231.1/26 ip4:213.94.193.24/29 ip4:86.47.251.19/32 ip4:89.101.230.56/29 ip4:87.34.136.0/23 include:outlook.com include:spf.protection.outlook.com ip4:78.137.164.120 ip4:78.137.164.50 ip4:137.191.239.207 ip4:137.191.239.209 include: spf.dcsnet.ie  include:relaymailchannels.net -all,Not found,Not found
baldoyletrainingcentre.ie,Live (HTTPS),v=spf1 a include:spf.blacknight.ie ~all,Not found,Not found
dfei.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:193.1.231.2 ip4:82.113.146.165 include:spf.dcsnet.ie -all,Not found,Not found
jungheinrich.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1
holyfamilyschoolcootehill.com,Live (HTTPS),Not found,Not found,Not found
scoiliosagain.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
gglsecurity.com,Live (HTTPS),v=spf1 ip4:185.43.232.238 +ip4:80.93.28.164 +include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoEbgjOZeIPwDxGnjL4fEATDPPSRAoTQoz+sP1Jx7EBU98EKjMNYb75VSBtfCtrSU4bKIot7RH68+ZHeadQeSS0j8lb+ce1kV6OotdLSlutt94y2MKgIO7NL7oih93T47Z/EJXFdwjEjvONRr15FUE9u2u+XOCeBD8jfQziS1ufVIY/AIYAzkoG1w2zeYEVhrL qZeVdb16y8FYZCaQqBMi9zAFZIMCJHrcVD98qWzkIyHIljdo0tonnUSrWH5HM3ho8QYipOvN8nAFrEXpsI8OGOwRQ2D0pOxJHhZ3u1nGTvqiV3Oi0HHH7fH2f5NooWHzEKLmYrkM1MTWpQPsiDUxwIDAQAB;,Not found
swordsecurity.com,Live (HTTP),v=spf1 include:spf.smtp2go.com include:spf.mailanyone.net  -all,Not found,Not found
shellfishireland.com,Live (HTTP),v=spf1 a ip4:54.37.105.96/32 ip4:54.37.105.103/32 include:spf.protection.outlook.com -all,Not found,Not found
shannonvalefoods.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
unilever.com,Live (HTTPS),Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc@unilever.com; fo=0; adkim=r; aspf=r; pct=100; rf=afrf
moyvalleymeats.ie,Live (HTTPS),v=spf1 mx a:mailon.spamtitan.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@mtcsolutions.ie
abconireland.com,Live (HTTP),v=spf1 ip4:91.92.29.94 include:_spf.mlsend.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:sendgrid.net -all,Not found,Not found
atagroup.ie,Live (HTTP),v=spf1 ip4:81.133.158.169  ip4:145.227.10.17 ip4:77.107.237.203 include:spf.protection.outlook.com include:spf.exclaimer.net include:mail.zendesk.com include:atahelpdesk.zendesk.com include:_spf.psm.knowbe4.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc@atagroup.com; ruf=mailto:dmarc@atagroup.com; sp=reject; fo=1
ipa.ie,Live (HTTP),v=spf1 mx ip4:89.185.148.18 ip4:46.137.21.115 ip4:193.1.242.30 a:spf.webtrade.ie include:app.sgizmo.com include:spf.blacknight.com a:s2a-se.blacknight.ie include:spf.protection.outlook.com include:_spf.eu.messagegears.net ~all,Not found,Value: v=DMARC1; p=none; rua=mailto:cisalerts@ipa.ie; ruf=mailto:cisalerts@ipa.ie; fo=1
eveningecho.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:larry.kavanagh@examiner.ie,mailto:dmarc.reports@examiner.ie; ruf=mailto:larry.kavanagh@examiner.ie,mailto:dmarc.reports@examiner.ie; sp=none; ri=86400
derrinstown.com,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
careline.ie,Live (HTTP),v=spf1 include:mailgun.org include:_spf.granite.ie include:authsmtp.com include:spf.protection.outlook.com -all,Not found,Not found
careline.ie,Live (HTTP),v=spf1 include:mailgun.org include:_spf.granite.ie include:authsmtp.com include:spf.protection.outlook.com -all,Not found,Not found
irishcarrentals.ie,No response,Not found,Not found,Not found
jpmg.ie,Live (HTTP),v=spf1 include:_spf.google.com include:_spf.messaging.keyloop.io include:servers.mcsv.net a:jpmg.dmacmedia.ie ip4:82.198.155.199 ?all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@jpmg.ie
leolynch.com,Live (HTTP),v=spf1 mx ip4:40.113.68.21 a:webmail.llynch.com include:spf.exclaimer.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
