Domain,Website Status,SPF,DKIM,DMARC
nationaloperahouse.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
neola.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~all,Not found,v=DMARC1; p=none
networldsports.ie,Live (HTTP),v=spf1 a include:mail.networld-sports.co.uk include:spf.protection.outlook.com -all,Not found,Not found
newspread.ie,Live (HTTP),v=spf1 ip4:185.43.125.61 ip4:83.71.187.233 ip4:89.101.141.135 ip4:83.71.187.253 ip4:89.101.157.129 ip4:5.61.115.64/28 include:mailgun.org include:spf.protection.outlook.com -all include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:13dbc9fb@inbox.ondmarc.com;ruf=mailto:13dbc9fb@inbox.ondmarc.com;
ninelife.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,Not found
ns4x4.ie,Live (HTTPS),v=spf1  include:_spf.google.com include:amazonses.com ~all,Not found,v=DMARC1;p=none;
nutsinbulk.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=none; pct=100; rua=mailto:postmaster@nutsinbulk.ie;
officialwicklowgaa.ie,Live (HTTPS),Not found,Not found,Not found
oilprices.ie,Live (HTTP),v=spf1 a mx ~all,Not found,v=DMARC1; p=quarantine; sp=none; ri=86400
opinionworld.ie,Live (HTTP),v=spf1 a mx include:dmta-spf.dynata.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@dmarc.everest.email; ruf=mailto:dmarc_fr@dmarc.everest.email; fo=1; pct=100; rf=afrf
optimalprint.ie,Live (HTTP),v=spf1 ip4:149.72.183.76/32 ip4:149.72.138.104/32 ip4:149.72.156.254/32 include:_spf.google.com include:trustpilotservice.com include:4927064.spf03.hubspotemail.net ~all,default-proxy.optimalprint.ie.cdn.cloudflare.net.,v=DMARC1; p=none; rua=mailto:dmarcreports@gelato.com;
organico.ie,Live (HTTP),v=spf1 include:servers.mcsv.net ip4:185.53.173.119 ~all,Not found,v=DMARC1; p=none; rua=mailto:76e06c6c63af4a0c88fc7c0d0c5e6b3a@dmarc-reports.cloudflare.net;
ortorex.ie,Live (HTTP),v=spf1 ip4:159.69.45.231 include:mxsspf.sendpulse.com ip6:2a01:4f8:1c1c:543a::1 a mx include:spf.mailigen.com include:spf.sendinblue.com include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=quarantine; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400
ourfundraiser.ie,Live (HTTP),v=spf1 a:dispatch-us.ppe-hosted.com include:secureserver.net -allv=spf1 a dispatch-us.ppe-hosted.com include:secureserver.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
oxigen.ie,Live (HTTP),v=spf1 include:_spf.mlsend.com ip4:217.115.115.25 ip4:217.115.115.183 include:trustpilotservice.com include:relay.mailchannels.net include:spf.enterprisemailbox.com +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtrFgmVLKrGsFssvikhaw3EBsmqEhpXwX/sCvA70aIWtqBzG8KolE0kAAuy1650fjSls5E5vFGQ3PS+Fzqz1/FqB1l75AHk6XNQ1lYnO0tQ1zhMoqYEGxetmie1K5UojwULg5jYyUa1rHwpmL7/8NUqkf2xJ/PpjsFQKpG4IkawVMcFOD90hHD4roAyOQZyl41pdMUhxRwEen6KVS0c3OwYqs2r8xbCcRlCg2CJoFfawAnScuxp6wT2TNdkmRrgD4bJ+YGGw68aGhDYmt6j7+lY4Ft8xkPEE8NDHwR5biVawFaYSwe0FXtr2pHRsSkMVcqTxJ0oytB29+nXOl0rQ9BQIDAQAB;,v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:9a8f0ba1a9@rua.easydmarc.eu;ruf=mailto:9a8f0ba1a9@ruf.easydmarc.eu,mailto:scowley@oxigen.ie;ri=86400;aspf=r;adkim=r;fo=1;
panellingcentre.ie,Live (HTTP),v=spf1 mx ip4:82.147.18.199/32 ip4:54.246.177.122/32 ip4:89.101.136.230/32 ip4:162.13.46.88/32 ip4:23.102.29.87 ip4:185.43.232.9 include:_spf.qualtrics.com include:spf.protection.outlook.com include:spf.smtp2go.com include:dotmailer.co.uk -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3vficVlkRRyMc+5Oe2R9kCusxkSXpa5z+kGxYoxucerslgMdu4ajY+mnc/D73cvu11geg+wdCr3UKqkmrV8Ay6W53hdXgHjWEYqe3OkCpJZvYLXE2OcPVn96fTMltXdrAIlP4CD/IgFwq6OO8DsC6RvbzjDXFb0zOHoCeueSAigdGDkUAfz57pQ2houB3Tb1I SEsKFP7oIS3eIb9Xjchy1iDblqTpliv/eNYqD8Jtp/fC7go0gvB8/yvM+vVMcKEVW9rd8pT10rR7u2x1PTJ9yf0S9Ss22Lw1ya8KZenY+dAjGo5yZOTNpnpO/4Oy0F0L6OMNdWIBWJ8gVW2767QhQIDAQAB;,v=DMARC1; p=reject; rua=mailto:220de43055e1045@rep.dmarcanalyzer.com; ruf=mailto:220de43055e1045@for.dmarcanalyzer.com; fo=1;
parcelconnect.ie,No response,v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc_reports@fastway.ie; ruf=mailto:dmarc_reports@fastway.ie; fo=1;
park2travel.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
parkopedia.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1;p=reject;adkim=s;aspf=s
parolla.ie,Live (HTTP),v=spf1 include:zoho.eu include:transmail.net include:eu.zcsend.net mx ip4:78.47.51.195 ip4:49.12.105.161 ip4:116.203.182.219 ip4:116.203.121.37 ip4:157.90.20.138 ip4:116.203.121.64 ip4:116.203.182.117 ip4:138.68.95.84 -all,Not found,v=DMARC1; p=quarantine; rua=mailto:webmaster@parolla.ie; ruf=mailto:webmaster@parolla.ie; rf=afrf; sp=none; pct=100; ri=86400
peppergroup.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none;
peterson.ie,Live (HTTP),v=spf1 include:_spf.google.com include:sendgrid.net include:mailchimpapp.net ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@peterson.ie,mailto:dmarc@26e7w5f1.uriports.com;
pets.ie,Live (HTTP),v=spf1 include:spf.blacknight.com include:spf0101.titan.email include:amazonses.com ~all,Not found,v=DMARC1; p=none;
petworlddirect.ie,Live (HTTP),v=spf1 include:example.com include:amazonses.com ~allv=spf1 include:_spf.google.com include:spf.deltablue.cloud  ~allv=spf1 +a +mx include:_spf.bigcommerce.com -all,Not found,v=DMARC1; p=none; rua=mailto:emarketing@horkans.com; ruf=mailto:emarketing@horkans.com
peugeot.ie,Live (HTTPS),v=spf1 include:spf.hornetsecurity.com include:spf.protection.outlook.com -all,Not found,Not found
phonewatch.ie,Live (HTTP),v=spf1 ip4:195.159.138.0/24 ip4:77.40.172.0/24 ip4:195.159.105.0/24 ip4:195.159.211.0/24 ip4:62.92.79.0/24 ip4:195.53.183.34 ip4:212.230.132.98 ip4:52.214.194.246  include:spf.protection.outlook.com include:spf.alarm.com ~all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:postmaster@sectoralarm.net; ruf=mailto:postmaster@sectoralarm.net
pixartprinting.ie,Live (HTTP),Not found,Not found,Not found
plantlife.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com a mx ptr ip4:93.107.255.81 ip4:89.100.160.54 include:spf.blacknight.ie -all,Not found,Not found
polishhearts.ie,Live (HTTP),Not found,polishhearts.ie.,polishhearts.ie.
polonez.ie,Live (HTTP),v=spf1 ip4:35.246.15.158 ip4:34.147.241.205 ip4:34.105.136.162 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@polonez.ie
propertycrm.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=reject;pct=100;rua=mailto:tier3tech@propertycrm.ie;
ps.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
quigleys.ie,Live (HTTP),v=spf1 include:spf0101.titan.email ~all,Not found,v=DMARC1;  p=none; rua=mailto:8711acf2fe274b7aa4f2e159b505db49@dmarc-reports.cloudflare.net
quotedevil.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; rua=mailto:webmaster@quotedevil.ie,mailto:dmarc_agg@vali.email; ruf=mailto:webmaster@quotedevil.ie; fo=1; pct=100
rentola.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reports@rentola.ie
researchireland.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarcreports@researchireland.ie
rowingireland.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com a:vqs3576.pair.com ip4:66.39.111.10 mx include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=none;
rugs.ie,Live (HTTP),v=spf1 +a +mx +ip4:145.239.206.124 ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reports@rugs.ie
sensilab.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.mandrillapp.com include:spf.hornetsecurity.com include:spf.comms.guru -all,Not found,v=DMARC1; p=reject; sp=reject; rua=mailto:qdnjvmy6@ag.eu.dmarcadvisor.com; pct=100;
sheahans.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQCrYiT9uU6xXxKzGtKVgvNkgczf3iSWzfByCRc49KMWWhhVolft+5EwJBKeuMPAfhQQELpUdFw5hKpJOna51znwIcEOJrrNBporGxYh8LJi05piOdapFE0t7beTHT6e3nsbRnTrh/lHKT+FhW0mf5FNeP5wX9/ODlawEpMvR6tJsQIDAQAB;,v=DMARC1; p=none;
sixt.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.smtp.mailtrap.live include:amazonses.com ip4:99.80.150.234 ip4:54.194.44.36 -all,Not found,v=DMARC1; p=quarantine
skinshop.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=none;pct=100;rua=mailto:dawid@inetcs.ie;ri=86400;fo=1;
slieverussell.ie,Live (HTTP),v=spf1 ip4:89.127.244.218 include:spf.protection.outlook.com ip4:194.168.134.136 include:sendgrid.net include:oracleindustry.com include:iresthotels.com include:authsmtp.com ~all,Not found,v=DMARC1; p=none;
slimmingworld.ie,No response,Not found,Not found,Not found
somora.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.hornetsecurity.com include:eu.transmail.net ~all,Not found,Not found
spas.ie,Live (HTTPS),v=spf1 a mx include:sendgrid.net include:_spf.google.com include:amazonses.com ~all,Not found,v=DMARC1; p=quarantine; sp=none; pct=20; rua=mailto:re+73a86d7e62e4@inbound.dmarcdigests.com; pct=100
spiritmotorgroup.ie,Live (HTTP),Not found,Not found,Not found
stakelums.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:amazonses.com ~all,Not found,v=DMARC1; p=none;
steeltechsheds.ie,Live (HTTP),v=spf1 include:_spf.google.com v=spf1 include:_spf.mailersend.net ~all,Not found,v=DMARC1; p=none; rua=mailto:it@steeltechsheds.ie; ruf=mailto:it@steeltechsheds.ie; fo=1
stellacinemas.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.exclaimer.net include:servers.mcsv.net include:spf.showtimeanalytics.com mx a -all,Not found,v=DMARC1; p=none
stillorgandecor.ie,Live (HTTP),v=spf1 ip4:159.65.87.103 include:spf.protection.outlook.com ~all,Not found,Not found
stjamescareers.ie,No response,Not found,Not found,Not found
svph.ie,Live (HTTP),v=spf1 include:spf.topsec.com ip4:137.191.237.224/27 ip4:139.59.178.253 ~all,Not found,v=DMARC1;p=reject;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
taskmatch.ie,Live (HTTPS),v=spf1 a mx include:sendgrid.net include:_spf.google.com ~all,Not found,v=DMARC1; p=none; sp=none; rua=mailto:re+84f40bcbd685@inbound.dmarcdigests.com; pct=100
tfroyal.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
thecarmats.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 +include:_spf.google.com +include:mail.zendesk.com ~all,Not found,Not found
themobilityshop.ie,Live (HTTP),v=spf1 a mx  ip4:217.115.113.29 include:smtp1.uservoice.com  ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAt1VRx5UyX/z9mTowDUDt8+0nrjVEp4B7jkK7q/98O/qUDOsb4lAsI3ytNe5+jgi/Uihif2mJzJzmePeiopfWa6MiTfD+3ie+C3bIwEM9j8RbRth9BWgAaQtpG+xNQnr8G9zY5Wl0P23ezs6x9FMPKHCFjVyvQ06DXf1ahB+Yl0ZWowAhZ5gNlv9HOl/QVe19F  J+eBQCDnPU84JdUmDeGXRe9udkJWPJe90uC1FwEQGcuMT3YTKR6eAO/ImVwPZRmnX8cP/o57n9FaVxDX8/6s3nXiTF8fM5FOmC52eUDcZhAz4eTa1DOf+FK+iCrUezi7iOUJfh5mIeZuoQbJkkm2QIDAQAB;,v=DMARC1; p=quarantine; pct=5; rua=mailto:noreply@themobilityshop.ie
thorntons-recycling.ie,Live (HTTP),v=spf1 ip4:88.99.248.118 include:spf.mailjet.com include:spf.exclaimer.net include:spf.protection.outlook.com include:spf.theemaillaundry.net +include:_spf.thorntons-recycling.ie ~all,Not found,v=DMARC1; p=none; rua=mailto:itadmin@thorntons-recycling.ie; ruf=mailto:itadmin@thorntons-recycling.ie
threesisters.ie,Live (HTTP),v=spf1 include:spf0101.titan.email ~all,Not found,Not found
timberireland.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,timberireland.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_83fab66415dfda61b7857fe083759695.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDmE+Z7zrkElM9jAVV2YXlICrtDK5k4yQ4Cu52+LV37gb/DFoQZ45STIHtI6UlZ9lGpkgry7GJuZfC0rv5cez0L8ZD+LScnnPppHALg8I7XXW0dST4qVOc8jyhJxLUbRiWeT/FzrRmvR0Kj9I082Nj+xcWIbK8FRc99zQD9ZtATRQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
tkmaxx.ie,Live (HTTP),v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com -all,Not found,_dmarc-r.tjx.com.v=DMARC1; p=reject; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1;
toolbankb2b.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; ruf=mailto:dmarcreports@dormole.co.uk; pct=100; fo=0
topflight.ie,Live (HTTP),v=spf1 include:_spf.google.com ip4:207.126.144.0/20 include:mg.anteeo.co.uk -all,Not found,v=DMARC1; p=none; rua=mailto:rua@topflight.ie
topoilwin.ie,Live (HTTPS),v=spf1 ip4:10.62.10.66 +a +mx +ip4:107.161.75.197 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzz9q3dZubgFgdmMI6gSCSyTKRVLjJOxdsHd1naMmVDsfLljP1hsniUomBSOj8IYqJrKS07tRA7oqA0cO3EqAG36jN/PonXw2T9aumsrr7qBh88naHzjpdvoXNLP8cwhjOMO7WFZYS+cYRkdMa/STfFcS+kFjZy9lEPcUiigOyBdWIhZwb1N4JeQaaUcSKUl/A nlF1PjewPDQjIFKlbI6OpVhSe1mcd3tb+KSxbNMCxbJjxgtOkcxnMvTAIBm7mDCZdEQD/KIcZJGTvmu7kDyX+2WXThJwSe6tKugRdPTa4OOC308OFeVUBbUNIfui9ITSfraSlh0fr1HIfgOSS7JhQIDAQAB;,Not found
tots.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
trackathletes.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
treasuretrove.ie,Live (HTTPS),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
trendhim.ie,Live (HTTP),v=spf1 include:spf.dixa.io include:spf.mandrillapp.com ~all,trendhim.map.fastly.net.,trendhim.map.fastly.net.
trulydental.ie,Live (HTTP),v=spf1 include:_spf.google.com -allv=spf1 include:trustpilotservice.com include:examplewebsite.com -all,Not found,v=DMARC1; p=none;
tuh.ie,Live (HTTP),v=spf1 mx a ip4:137.191.244.4/32 ip4:137.191.241.24/32 ip4:18.185.115.0/25 ip4:18.185.115.128/26 ip4:34.253.238.128/26 ip4:34.253.238.192/26 include:spf.tmes.trendmicro.com include:spf.topsec.com include:spf.cirqahosting.com -all,Not found,v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
tvlicence.ie,Live (HTTP),Not found,Not found,Not found
ucdaccommodationpad.ie,Live (HTTP),v=spf1 ip4:198.244.212.191 ip4:139.99.208.226 ip4:139.99.210.72 include:web-server-uk.pad-group.com include:studentpad.org include:pad-group.com include:studentpad.com include:localpad.co.uk include:studentpad.co.uk include:spf.protection.outlook.com incl ude:zoho.com include:zcsend.net ~all,Not found,Not found
uniofgalwaystudentpad.ie,Live (HTTP),Not found,Not found,Not found
uploader.ie,Live (HTTP),v=spf1 include:amazonses.com -all,Not found,v=DMARC1; p=none;
upmc.ie,Live (HTTP),v=spf1 ip4:128.147.28.14 ip4:128.147.254.4 ip4:157.229.254.4 ip4:198.99.201.0/24 ip4:91.210.235.218 include:spf-0002f001.pphosted.com include:spf.protection.outlook.com include:aspmx.pardot.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;
viagogo.ie,Live (HTTP),v=spf1 include:sendgrid.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@viagogo.com
waitinglist.ie,Live (HTTPS),v=spf1 include:amazonses.com ~all,Not found,Not found
weatherandradar.ie,Live (HTTP),v=spf1 a:mail-relay.wetteronline.de a:mail.wetteronline.de include:mail.zendesk.com include:_spf.zimpel.de ~all,Not found,Not found
weathershield.ie,Live (HTTP),Not found,Not found,Not found
westcorkconnect.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=reject; rua=mailto:info@westcorkconnect.ie
westernmotors.ie,Live (HTTP),v=spf1 ip4:82.198.149.242 ip4:52.18.97.29 ip4:51.171.63.253 ip4:212.147.209.105 ip4:69.72.44.109 ip4:159.135.232.134 include:_spf.keyloop.io include:spf.protection.outlook.com include:mailgun.org include:spf.topsec.com -all,Not found,v=DMARC1; p=none
westmeathgaa.ie,Live (HTTPS),Not found,Not found,Not found
westportadventure.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:144028670.spf10.hubspotemail.net ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
woodfloorstore.ie,Live (HTTP),Not found,Not found,Not found
woodlands-hotel.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:netaffinity.net include:sendgrid.net a include:authsmtp.com -all,Not found,v=DMARC1; p=none;
woodworkers.ie,Live (HTTP),v=spf1 ip4:213.79.44.129 include:spf.protection.outlook.com include:spf.irishdomains.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:kis0mjof@ag.dmarcian-eu.com; ruf=mailto:kis0mjof@fr.dmarcian-eu.com; sp=none; fo=1; pct=100;
wordle.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
xlmoto.ie,Live (HTTP),v=spf1 a mx include:u1827850.wl.sendgrid.net include:trustpilotservice.com include:spf.mx-wecloud.net include:mail.zendesk.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@piercegroup.com; ruf=mailto:dmarc@piercegroup.com;
zipit.ie,Live (HTTP),v=spf1 +ip4:85.92.73.196 +ip4:91.210.235.113 +include:spf.webhostingireland.ie +a +mx +ip4:91.210.235.190 +ip4:92.51.242.46 +include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw9gFY3TJlZoJUW0z9mUQZ/3Q1ycNS6ecV1cWpZfA7Xs9DXcGXP/QdR2gXjVW1YXDLKAUovrtTu4SBGlsElq6151XieEcY+STh7H7XOMBxfQToPXQHsDNAY712G+eJRSB2VT569O7AXQZBZnmOX7nGPMOpaNK8pjyGQxMOLHnfeAVJCpMeylM7ByuyV8zZLRyY yDKSfde5AxLjLTMsSt2j26lRm+g8kJ/kTXdmnP2gPpbNqV2tldsUlpdWiL0q4uVYlvGBtHOzhjpeKsQMcR5PQzv6b4BfoAfl4v3+D+VX8i5i4veuAHCJB/6QH0Peu+cEklJk/MxdIEmMOAxjhYnEQIDAQAB;,v=DMARC1; p=none;
zucar.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
lakeland.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com ip4:78.137.178.180 ip4:78.137.178.179 ip4:78.153.196.173  -all,Not found,v=DMARC1; p=none; rua=mailto:SecurityOps@lakeland.ie; ruf=mailto:SecurityOps@lakeland.ie; pct=100; fo=1;
eddierockets.ie,Live (HTTP),v=spf1 include:spf1.emailsecurity.app ip4:89.101.94.230 include:sendgrid.net include:mailgun.org include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
ltfc.ie,Live (HTTP),v=spf1 include:spf0101.titan.email ~all,Not found,Not found
focal.ie,Live (HTTP),Not found,Not found,Not found
monaghan.ie,Live (HTTPS),v=spf1 -all,Not found,v=DMARC1;p=reject;rua=mailto:621dc3d1@inbox.ondmarc.com,mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:621dc3d1@inbox.ondmarc.com,mailto:211a5a2e44@ruf.easydmarc.eu;ri=3600;fo=1;
thefamilystore.ie,Live (HTTP),v=spf1 ip4:185.2.66.177 +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzWCu1KHwcp4pchZR9Im+73j75cKgzgdW7rcvwAAUOabn9FVFjnHHwNcNwlXpIJxKth0jOL61WXjH76lLn1oKeKKm+STcrGk9T4KP0AdkUMo+d7tlR1KLqBndQJovfpN5+omkpkNgcjSNvNu1rNGpHHwbimxf2PwjDTggjMHgAf7ozYyeT7rLBjqpfLkA 4qtnB /D78tJiY+FEY4Z78IASxfDrMpGdVjXkBRU30DXUg6r8zW8/Aq05y5sEjugsRElB6UDO6dsFb4J+pcI/2jF7uvX9L2IR4ZFv4X5YRmE+poCCy/jL01GaUix+f7Uy2JWYHcsh6HTKpfpBldvgAdC0EwIDAQAB;,Not found
watersafety.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
grovehome.ie,Live (HTTP),v=spf1 include:_spf.google.com include:_spf.retailsystem.net ~all,Not found,Not found
houseoflabels.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~allv=spf1 include:spf.protection.outlook.com -all,Not found,Not found
fluidbranding.ie,Live (HTTP),Not found,Not found,Not found
charitiesregulator.ie,Live (HTTP),v=spf1 mx ip4:137.191.252.74 ip4:137.191.252.75 -all,Not found,Not found
brereton.ie,Live (HTTP),v=spf1 a mx include:ranges.visualsoft.co.uk include:ranges2.visualsoft.co.uk include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=quarantine; pct=100;
lovellrugby.ie,Live (HTTP),\v=spf1 mx a ip4:46.37.164.192 include:spf.protection.outlook.com include:_spf.google.com include:spf.mandrillapp.com include:servers.mcsv.net include:email.freshdesk.com ~all\,Not found,Not found
authentic-ireland.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reports@authentic-ireland.ie
elamaria.ie,Live (HTTP),v=spf1 mx a include:spf.elive.net include:_spf.google.com ~all,Not found,Not found
theecigstore.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1;  p=none; rua=mailto:fba46d896a024f87b107055a27c9032d@dmarc-reports.cloudflare.net
puresavage.ie,Live (HTTP),v=spf1 include:zoho.eu ~all,Not found,v=DMARC1; p=none; pct=100; rua=mailto:re+qywvyrcjskr@dmarc.postmarkapp.com; sp=none; aspf=r;
samsonite.ie,Live (HTTPS),v=spf1 include:_spf.nameweb.biz -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; aspf=r;
robynsnest.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;
teamwearstore.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
gilmartins.ie,Live (HTTP),v=spf1 ip4:78.137.164.47 ip4:194.106.138.73 include:spf.protection.outlook.com include:spf.topsec.com +a:gilmartins.dmacmedia.ie -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAofpUYIOCCq6GSY4Am/2EYaMXE7sBtyWx8we2QlHrEFZ3sJhoMuqK5BZgSZ5sZRU4avIwpLqKOSI0a3eYtuswmThKgXYbkZSEb+Y/8+VQ4AlALlacrB5jtbB2y+Omvljkw3jp4XzWXa8PgDR1HPpoLvATSxUuz/TN5GBdqrIyIjtqlNQMLf6eylI7BNdZnP+zi s0KAPO+FKRD41dzLVOUYqbCbe7r+wMKctFXKJxn7ICvzMLMp9hJKthp6r0i7nKx3rgEGbC4ar0qspvKdjbqjAjHqwK/75JQUb4a2fxNpXm6BMGmgyqIq+f3lGiBOp1avY3ybBbrYg5sIcGkRIepdQIDAQAB;,Not found
electoralcommission.ie,Live (HTTP),v=spf1 include:spf.mailjet.com include:spfext.itservices.gov.ie ip4:137.191.249.114 -all,Not found,v=DMARC1; p=none;
problemgambling.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
hipbaby.ie,Live (HTTP),v=spf1 include:mailgun.org include:spf.protection.outlook.com ~all,Not found,v=DMARC1;p=none
curragh.ie,Live (HTTP),v=spf1 exists:%{i}.spf.acme.iphmx.com ip4:137.191.244.169 ip4:139.138.61.113 ip4:139.138.61.197 ip4:139.138.36.15 ip4:139.138.36.238 include:spf.protection.outlook.com include:spf2.tibus.net -all,Not found,Not found
softwareadvice.ie,No response,v=spf1 -all,Not found,v=DMARC1; p=reject; rua=mailto:ku8z59h0@ag.dmarcian.com;
